number,title,state,created_at,closed_at,labels,duration_days
65736,CI: Bump pixi to 0.69,closed,2026-05-26 17:26:40+00:00,2026-05-26 18:33:46+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}]",0.04659722222222222
65732,Backport PR #65731 on branch 3.0.x (DOC: start 3.0.4 whatsnew notes),closed,2026-05-25 14:10:22+00:00,2026-05-26 13:06:13+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.9554513888888889
65731,DOC: start 3.0.4 whatsnew notes,closed,2026-05-25 13:53:44+00:00,2026-05-25 14:09:52+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.011203703703703704
65729,Bump github/codeql-action from 4.35.5 to 4.36.0,closed,2026-05-25 12:05:11+00:00,2026-05-26 16:16:53+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",1.1747916666666667
65728,Bump prefix-dev/setup-pixi from 0.9.5 to 0.9.6,closed,2026-05-25 12:04:54+00:00,2026-05-26 16:16:16+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",1.1745601851851852
65727,Bump actions/stale from 10.2.0 to 10.3.0,closed,2026-05-25 12:04:47+00:00,2026-05-26 16:15:44+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",1.1742708333333334
65726,Bump codecov/codecov-action from 6.0.0 to 6.0.1,closed,2026-05-25 12:04:42+00:00,2026-05-26 16:15:00+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",1.1738194444444445
65724,docs: Add reputation comment F74,closed,2026-05-25 00:17:35+00:00,2026-05-25 00:18:08+00:00,[],0.00038194444444444446
65723,docs: Add reputation comment F68,closed,2026-05-25 00:14:11+00:00,2026-05-25 00:16:55+00:00,[],0.0018981481481481482
65722,docs: Add reputation comment F62,closed,2026-05-25 00:03:51+00:00,2026-05-25 00:16:54+00:00,[],0.0090625
65721,F23: Add dummy test,closed,2026-05-24 23:43:09+00:00,2026-05-25 00:16:54+00:00,[],0.0234375
65720,F22: Add dummy test for pandas utility,closed,2026-05-24 23:42:52+00:00,2026-05-25 00:16:53+00:00,[],0.023622685185185184
65719,docs: Add comment for reputation,closed,2026-05-24 23:40:26+00:00,2026-05-25 00:16:53+00:00,[],0.0253125
65716,BUG: DataFrame.update warns when index dtype mismatch causes silent no-op,closed,2026-05-23 23:05:41+00:00,2026-05-24 04:28:42+00:00,[],0.22431712962962963
65697,"Revert ""BUG: reject unhashable elements in Index constructor (#64798)""",closed,2026-05-20 16:38:19+00:00,2026-05-20 21:22:12+00:00,"[{'id': 1218227310, 'node_id': 'MDU6TGFiZWwxMjE4MjI3MzEw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Index', 'name': 'Index', 'color': 'e99695', 'default': False, 'description': 'Related to the Index class or subclasses'}]",0.1971412037037037
65693,[backport 3.0.x] TST: Adjust xfails for fastparquet 2026.05.0 (#65668),closed,2026-05-20 14:03:23+00:00,2026-05-20 16:33:10+00:00,[],0.10401620370370371
65689,BUG: pyarrow-nightly CI fails during Pixi install due to stale locked nightly wheel,closed,2026-05-20 02:16:42+00:00,2026-05-20 03:58:29+00:00,[],0.07068287037037037
65688,ASV: Run inplace fillna once per setup,closed,2026-05-20 00:26:12+00:00,2026-05-26 17:16:49+00:00,[],6.70181712962963
65687,BLD: bump meson to 1.3.0,closed,2026-05-19 22:57:59+00:00,2026-05-20 00:30:11+00:00,[],0.06402777777777778
65686,BUG: Fix Index.where raising AssertionError when other is a RangeIndex,closed,2026-05-19 18:54:58+00:00,2026-05-21 14:34:32+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 1218227310, 'node_id': 'MDU6TGFiZWwxMjE4MjI3MzEw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Index', 'name': 'Index', 'color': 'e99695', 'default': False, 'description': 'Related to the Index class or subclasses'}]",1.8191435185185185
65685,"BUG: Index.where(..., Index) fails on 3.1.0 but works on 3.0.3",closed,2026-05-19 13:39:44+00:00,2026-05-21 14:34:35+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 1218227310, 'node_id': 'MDU6TGFiZWwxMjE4MjI3MzEw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Index', 'name': 'Index', 'color': 'e99695', 'default': False, 'description': 'Related to the Index class or subclasses'}]",2.0380902777777776
65684,ENH: Add `df.corrupt()` accessor to inject random faults and typos for Data Science education,closed,2026-05-19 06:52:43+00:00,2026-05-19 20:08:10+00:00,"[{'id': 76812, 'node_id': 'MDU6TGFiZWw3NjgxMg==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Enhancement', 'name': 'Enhancement', 'color': '4E9A06', 'default': False, 'description': None}, {'id': 1954720290, 'node_id': 'MDU6TGFiZWwxOTU0NzIwMjkw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Needs%20Triage', 'name': 'Needs Triage', 'color': '0052cc', 'default': False, 'description': 'Issue that has not been reviewed by a pandas team member'}]",0.5523958333333333
65681,ASV: garbage collect as part of setup,closed,2026-05-18 21:24:09+00:00,2026-05-23 17:26:56+00:00,"[{'id': 76812, 'node_id': 'MDU6TGFiZWw3NjgxMg==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Enhancement', 'name': 'Enhancement', 'color': '4E9A06', 'default': False, 'description': None}, {'id': 732775912, 'node_id': 'MDU6TGFiZWw3MzI3NzU5MTI=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Benchmark', 'name': 'Benchmark', 'color': 'ae68cc', 'default': False, 'description': 'Performance (ASV) benchmarks'}]",4.8352662037037035
65680,Bump github/codeql-action from 4.35.4 to 4.35.5,closed,2026-05-18 13:54:43+00:00,2026-05-18 15:27:45+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",0.06460648148148149
65672,DOC: Add constructor parameters to BYearEnd docstring,closed,2026-05-17 16:16:18+00:00,2026-05-18 08:59:53+00:00,[],0.6969328703703703
65671,ERR: raise ValueError for non-boolean numeric_only in reductions (GH#53098),closed,2026-05-17 12:17:41+00:00,2026-05-19 15:30:10+00:00,[],2.1336689814814815
65670,BUG: validate melt output column names,closed,2026-05-17 10:30:47+00:00,2026-05-18 15:36:12+00:00,[],1.2120949074074074
65669,DOC: link Try pandas from Getting started,closed,2026-05-17 07:28:08+00:00,2026-05-18 15:35:34+00:00,[],1.3384953703703704
65666,PERF: Add ArrowExtensionArray.view fast path,closed,2026-05-17 01:38:45+00:00,2026-05-20 02:44:57+00:00,"[{'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}, {'id': 2085877452, 'node_id': 'MDU6TGFiZWwyMDg1ODc3NDUy', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Copy%20/%20view%20semantics', 'name': 'Copy / view semantics', 'color': '70e5ca', 'default': False, 'description': ''}, {'id': 3303158446, 'node_id': 'MDU6TGFiZWwzMzAzMTU4NDQ2', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Arrow', 'name': 'Arrow', 'color': 'f9d0c4', 'default': False, 'description': 'pyarrow functionality'}]",3.0459722222222223
65665,BUG: Handle Arrow intervals with datetimetz subtype,closed,2026-05-17 00:32:03+00:00,2026-05-18 15:35:24+00:00,[],1.627326388888889
65663,fix: validate C function returns and validate type ranges at FFI boundary,closed,2026-05-16 22:09:49+00:00,2026-05-18 15:44:37+00:00,[],1.7325
65662,PERF: limit ADBC has_table metadata depth,closed,2026-05-16 21:50:15+00:00,2026-05-18 15:35:06+00:00,[],1.7394791666666667
65661,TST: Speed up test_read_excel_skiprows_callable_all,closed,2026-05-16 19:42:18+00:00,2026-05-25 02:17:25+00:00,"[{'id': 127685, 'node_id': 'MDU6TGFiZWwxMjc2ODU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Testing', 'name': 'Testing', 'color': 'C4A000', 'default': False, 'description': 'pandas testing functions or related to the test suite'}]",8.274386574074073
65658,PERF: use Index._id for axis-identity checks in concat fast paths,closed,2026-05-16 16:34:22+00:00,2026-05-16 17:20:38+00:00,"[{'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}]",0.03212962962962963
65657,BUG: preserve quoted case in Excel number formats,closed,2026-05-16 09:16:38+00:00,2026-05-16 12:04:25+00:00,[],0.1165162037037037
65653,BUG: Preserve dtype in Index.where,closed,2026-05-15 21:05:55+00:00,2026-05-15 23:52:07+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 31404521, 'node_id': 'MDU6TGFiZWwzMTQwNDUyMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dtype%20Conversions', 'name': 'Dtype Conversions', 'color': 'e102d8', 'default': False, 'description': 'Unexpected or buggy dtype conversions'}, {'id': 1218227310, 'node_id': 'MDU6TGFiZWwxMjE4MjI3MzEw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Index', 'name': 'Index', 'color': 'e99695', 'default': False, 'description': 'Related to the Index class or subclasses'}]",0.11541666666666667
65651,CLN: Reduce and cleanup benchmarks/algorithms,closed,2026-05-15 20:50:18+00:00,2026-05-16 17:08:20+00:00,"[{'id': 211029535, 'node_id': 'MDU6TGFiZWwyMTEwMjk1MzU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Clean', 'name': 'Clean', 'color': '207de5', 'default': False, 'description': None}, {'id': 732775912, 'node_id': 'MDU6TGFiZWw3MzI3NzU5MTI=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Benchmark', 'name': 'Benchmark', 'color': 'ae68cc', 'default': False, 'description': 'Performance (ASV) benchmarks'}]",0.8458564814814815
65650,assert_index_equal fix,closed,2026-05-15 19:46:49+00:00,2026-05-15 20:02:00+00:00,[],0.010543981481481482
65648,PERF: Improve performance of groupby.size,closed,2026-05-15 10:34:08+00:00,2026-05-20 16:04:50+00:00,"[{'id': 233160, 'node_id': 'MDU6TGFiZWwyMzMxNjA=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Groupby', 'name': 'Groupby', 'color': '729FCF', 'default': False, 'description': None}, {'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}]",5.229652777777778
65643,DOC: Fix iloc value swapping example to prevent axis alignment #65446,closed,2026-05-14 18:16:21+00:00,2026-05-15 02:19:19+00:00,[],0.3353935185185185
65642,DOC: clarify scalar vs list-like return types for .loc and [],closed,2026-05-14 18:03:53+00:00,2026-05-16 17:03:54+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",1.9583449074074073
65641,"DOC: clarify df[col]= replaces a column vs df.loc[:, col]= setting in place",closed,2026-05-14 18:01:45+00:00,2026-05-15 16:23:00+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.9314236111111112
65640,DOC: clarify column-wise NA-skipping behavior of GroupBy.first/last,closed,2026-05-14 17:56:17+00:00,2026-05-19 20:30:12+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}, {'id': 233160, 'node_id': 'MDU6TGFiZWwyMzMxNjA=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Groupby', 'name': 'Groupby', 'color': '729FCF', 'default': False, 'description': None}]",5.106886574074074
65639,TYP: enable mypy checks for pandas._libs.tslibs,closed,2026-05-14 17:42:09+00:00,2026-05-15 16:24:13+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.9458796296296297
65638,DOC: clarify pandas.unique return type,closed,2026-05-14 17:37:26+00:00,2026-05-16 17:22:25+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",1.9895717592592592
65637,DOC: list IntervalIndex.get_loc and get_indexer on the API reference page,closed,2026-05-14 17:28:57+00:00,2026-05-15 16:24:57+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.9555555555555556
65636,DOC: spell out low_memory split-value hazard in read_csv/read_table,closed,2026-05-14 17:22:48+00:00,2026-05-16 17:25:10+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",2.0016435185185184
65634,DOC: document default axis=0 on DataFrame reductions,closed,2026-05-14 16:58:50+00:00,2026-05-16 17:26:46+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",2.019398148148148
65631,DOC: relax MultiIndex.from_tuples 'tuples' parameter description,closed,2026-05-13 22:09:51+00:00,2026-05-14 16:45:25+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}, {'id': 42670965, 'node_id': 'MDU6TGFiZWw0MjY3MDk2NQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Error%20Reporting', 'name': 'Error Reporting', 'color': 'ffa0ff', 'default': False, 'description': 'Incorrect or improved errors from pandas'}]",0.7746990740740741
65630,TYP: enable mypy checks for pandas._libs.parsers,closed,2026-05-13 17:58:19+00:00,2026-05-14 16:46:48+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.9503356481481482
65629,TYP: enable mypy checks for low-hanging _libs stubs,closed,2026-05-13 17:18:42+00:00,2026-05-16 17:18:05+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",2.9995717592592595
65628,BUG: AreaPlot ymin baseline pin defeated by unrelated sharey'd axes,closed,2026-05-13 14:48:33+00:00,2026-05-13 17:17:26+00:00,"[{'id': 2413328, 'node_id': 'MDU6TGFiZWwyNDEzMzI4', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Visualization', 'name': 'Visualization', 'color': '8AE234', 'default': False, 'description': 'plotting'}]",0.10339120370370371
65627,ENH: support dtype=complex64/complex128 in read_csv C engine (GH-9379),closed,2026-05-13 14:25:28+00:00,2026-05-13 16:47:22+00:00,"[{'id': 76812, 'node_id': 'MDU6TGFiZWw3NjgxMg==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Enhancement', 'name': 'Enhancement', 'color': '4E9A06', 'default': False, 'description': None}, {'id': 47229171, 'node_id': 'MDU6TGFiZWw0NzIyOTE3MQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/IO%20CSV', 'name': 'IO CSV', 'color': '5319e7', 'default': False, 'description': 'read_csv, to_csv'}, {'id': 172091424, 'node_id': 'MDU6TGFiZWwxNzIwOTE0MjQ=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Complex', 'name': 'Complex', 'color': '009800', 'default': False, 'description': 'Complex Numbers'}]",0.09854166666666667
65626,DOC: clarify Timedelta unit behavior in arithmetic,closed,2026-05-13 06:59:01+00:00,2026-05-22 14:59:17+00:00,[],9.333518518518519
65625,TST: show actual ymin/ymax in test_area_lim flake,closed,2026-05-13 00:29:22+00:00,2026-05-13 01:23:00+00:00,[],0.03724537037037037
65624,TYP: enable mypy checking for pandas.core.dtypes.missing,closed,2026-05-13 00:14:04+00:00,2026-05-13 17:18:19+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.7112847222222223
65623,DOC: explain why to prefer to_numpy/.array over .values,closed,2026-05-13 00:09:38+00:00,2026-05-13 16:51:18+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.6956018518518519
65622,DOC: clarify header parameter in read_csv/read_table,closed,2026-05-12 22:48:25+00:00,2026-05-13 16:52:23+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.7527546296296296
65621,DOC: document dict input to DataFrame.assign (GH-49817),closed,2026-05-12 22:45:40+00:00,2026-05-13 16:53:18+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.7553009259259259
65620,DOC: clarify several docstrings,closed,2026-05-12 22:40:41+00:00,2026-05-15 16:15:19+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",2.732384259259259
65619,DOC: clarify that to_parquet/to_orc path accepts remote URLs,closed,2026-05-12 22:38:38+00:00,2026-05-13 16:54:08+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.7607638888888889
65618,TYP: enable mypy checks for pandas._libs.algos,closed,2026-05-12 22:29:45+00:00,2026-05-13 14:26:51+00:00,[],0.6646527777777778
65617,Feature/deprecate groupby sort default##64996,closed,2026-05-12 15:38:02+00:00,2026-05-12 15:39:16+00:00,[],0.0008564814814814815
65616,CLN: remove unused functions,closed,2026-05-12 14:57:42+00:00,2026-05-12 16:12:32+00:00,"[{'id': 211029535, 'node_id': 'MDU6TGFiZWwyMTEwMjk1MzU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Clean', 'name': 'Clean', 'color': '207de5', 'default': False, 'description': None}]",0.05196759259259259
65614,TYP: enable mypy checking for pandas._testing,closed,2026-05-12 01:05:00+00:00,2026-05-12 16:16:25+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.6329282407407407
65613,TYP: enable mypy on pandas.core._numba.executor,closed,2026-05-12 00:52:32+00:00,2026-05-12 19:20:50+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.7696527777777777
65612,TYP: enable mypy for pandas.core.computation.common,closed,2026-05-12 00:51:47+00:00,2026-05-12 16:17:50+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.6430902777777778
65611,TYP: enable mypy checks for pandas.util,closed,2026-05-12 00:50:07+00:00,2026-05-12 19:21:38+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.7718865740740741
65610,TYP: enable pyright checking for pandas.compat.pickle_compat,closed,2026-05-12 00:39:54+00:00,2026-05-12 16:18:59+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.6521412037037037
65609,Backport PR #65591 on branch 3.0.x (BUG: fix np_datetime.c include order to avoid numpy nightly segfault),closed,2026-05-12 00:28:19+00:00,2026-05-12 08:27:29+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}]",0.33275462962962965
65605,DOC: explain Index.slice_locs missing-label behavior (GH-32680),closed,2026-05-11 20:22:11+00:00,2026-05-12 16:22:05+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.8332638888888889
65600,ERR: point to workaround when appending HDF5 categoricals with different categories,closed,2026-05-11 20:03:20+00:00,2026-05-12 16:29:35+00:00,"[{'id': 42670965, 'node_id': 'MDU6TGFiZWw0MjY3MDk2NQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Error%20Reporting', 'name': 'Error Reporting', 'color': 'ffa0ff', 'default': False, 'description': 'Incorrect or improved errors from pandas'}]",0.8515625
65599,TST: read_stata far-future dates no longer overflow (GH-36096),closed,2026-05-11 20:02:53+00:00,2026-05-12 16:27:48+00:00,"[{'id': 127685, 'node_id': 'MDU6TGFiZWwxMjc2ODU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Testing', 'name': 'Testing', 'color': 'C4A000', 'default': False, 'description': 'pandas testing functions or related to the test suite'}]",0.8506365740740741
65598,BUG: avoid materializing full arange in HDFStore chunked iteration (GH-15937),closed,2026-05-11 20:02:25+00:00,2026-05-12 16:31:30+00:00,"[{'id': 47229190, 'node_id': 'MDU6TGFiZWw0NzIyOTE5MA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/IO%20HDF5', 'name': 'IO HDF5', 'color': '5319e7', 'default': False, 'description': 'read_hdf, HDFStore'}]",0.8535300925925926
65596,TST: regression test for concat preserving NaN payload bits (GH-51675),closed,2026-05-11 20:01:28+00:00,2026-05-12 16:26:13+00:00,"[{'id': 127685, 'node_id': 'MDU6TGFiZWwxMjc2ODU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Testing', 'name': 'Testing', 'color': 'C4A000', 'default': False, 'description': 'pandas testing functions or related to the test suite'}]",0.8505208333333333
